source_id,respondent_id_text,usia,gender,jk,urutan_raw,urutan,F1,G1,F2,G2,F3,G3,F4,G4,F5,G5,F6,G6,F7,G7,F8,G8,F9,G9,F10,G10,F11,G11,F12,G12,F13,G13,F14,G14,F15,G15,F16,G16,formal_cuq_0_100,genz_cuq_0_100,diff_genz_minus_formal
11a50c99-295b-496a-a5ce-c7401be6154d,550,17,Perempuan,P,Formal → Gen-Z,F→G,3,3,3,3,3,3,3,3,4,3,4,3,4,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,57.8125,50.0,-7.8125
11c25945-a532-475e-9c6b-ca972079044c,394,17,Laki-laki,L,Formal → Gen-Z,F→G,4,4,3,4,4,4,4,5,4,4,2,5,4,4,5,5,4,4,4,4,4,4,4,4,4,4,5,5,5,5,2,3,71.875,81.25,9.375
12bf2316-cb1c-4b2a-b8d9-18c5fa7f69d7,245,17,Laki-laki,L,Formal → Gen-Z,F→G,5,5,2,5,3,5,5,5,4,5,2,5,4,5,4,5,5,5,4,5,4,5,4,5,4,5,2,5,5,5,1,5,65.625,100.0,34.375
1368a645-8d5d-42a1-9052-32aa5190d967,255,17,Laki-laki,L,Formal → Gen-Z,F→G,5,4,4,3,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,5,5,1,1,81.25,76.5625,-4.6875
13728bd9-cc06-4520-8441-8a79a42b30ca,169,17,Perempuan,P,Gen-Z → Formal,G→F,4,4,4,5,3,1,5,3,5,5,5,5,5,3,4,4,3,4,4,5,4,4,4,5,3,4,5,5,4,4,3,3,76.5625,75.0,-1.5625
14357745-e383-49b7-8561-ab0867f3915f,407,17,Perempuan,P,Formal → Gen-Z,F→G,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,4,68.75,71.875,3.125
14f41a2e-0c56-46e2-861d-835d4819587d,433,17,Perempuan,P,Formal → Gen-Z,F→G,4,4,4,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,2,2,81.25,82.8125,1.5625
1507e129-2fe1-4541-bc6b-8968c0289d1c,140,17,Perempuan,P,Formal → Gen-Z,F→G,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,96.875,96.875,0.0
15a57dee-8584-46cb-8252-4d8c5af8b8ed,170,17,Laki-laki,L,Formal → Gen-Z,F→G,4,5,5,5,4,5,5,5,4,5,4,5,4,5,4,5,4,5,4,5,5,5,4,5,5,5,5,5,5,5,4,5,84.375,100.0,15.625
16645e9e-f89c-4fa9-ac04-665365cc598a,479,17,Perempuan,P,Formal → Gen-Z,F→G,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100.0,100.0,0.0
16bb8909-14e8-42f3-84be-c877bcf4a598,476,17,Perempuan,P,Gen-Z → Formal,G→F,4,3,4,5,4,4,4,5,4,5,5,4,5,3,5,5,5,4,4,4,2,4,3,5,5,2,4,4,5,5,1,1,75.0,73.4375,-1.5625
16cd147a-2ba9-4ab5-bf71-54b64854ad95,457,18,Perempuan,P,Gen-Z → Formal,G→F,3,3,3,4,4,3,5,5,4,3,5,5,3,3,5,5,4,3,5,5,4,3,5,5,4,3,5,5,4,3,5,5,81.25,73.4375,-7.8125
173c4130-a202-4b77-ac0c-089c85ab27a4,8,17,Perempuan,P,Formal → Gen-Z,F→G,4,3,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,68.75,71.875,3.125
175c5149-4cfc-47a7-abcc-09caf1811680,146,17,Perempuan,P,Gen-Z → Formal,G→F,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,50.0,50.0,0.0
177885cf-811e-448d-a4b4-58047ba07aa2,329,17,Perempuan,P,Gen-Z → Formal,G→F,5,5,3,3,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,89.0625,96.875,7.8125
1990cb57-b9cb-4f4c-a24c-f2c0eaaeeb66,142,17,Perempuan,P,Formal → Gen-Z,F→G,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,50.0,50.0,0.0
19ebde73-4bf4-436a-add3-28ac9f2d1b9a,145,18,Perempuan,P,Gen-Z → Formal,G→F,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,50.0,50.0,0.0
1a2fc22c-f319-4dc0-aca5-da9fde23ebf6,51,17,Perempuan,P,Formal → Gen-Z,F→G,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,1,1,92.1875,85.9375,-6.25
1aa71a9f-1eb2-4f1a-a87d-c177c680dbf8,285,17,Perempuan,P,Formal → Gen-Z,F→G,3,4,3,5,3,4,4,5,3,5,5,5,4,5,4,3,4,4,2,3,5,5,4,5,4,5,5,5,4,4,2,2,67.1875,82.8125,15.625
1ae630f9-f77f-486b-a2fe-45b9986291c9,304,17,Laki-laki,L,Gen-Z → Formal,G→F,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,50.0,50.0,0.0
1bcf70bf-88c3-49c3-a413-fcc0f218afda,115,17,Perempuan,P,Formal → Gen-Z,F→G,4,4,3,4,4,4,4,4,4,4,4,2,3,3,4,3,4,4,3,4,4,4,4,4,3,3,3,3,3,4,2,2,62.5,62.5,0.0
1d265d5a-f0e5-4d47-8ba5-2039255048a0,222,17,Perempuan,P,Formal → Gen-Z,F→G,4,5,3,3,4,4,4,4,4,5,4,4,3,3,3,2,5,4,4,3,5,4,4,4,3,4,4,4,4,4,2,2,68.75,67.1875,-1.5625
1dbfb68d-2489-4e48-ab2f-a0cc9be70352,64,18,Perempuan,P,Gen-Z → Formal,G→F,5,5,3,4,5,5,4,4,5,5,4,4,5,5,5,4,5,5,5,4,5,2,5,4,5,5,5,4,5,5,1,1,87.5,78.125,-9.375
1deea36d-6e13-4cb1-a1e4-429af88a6f26,522,18,Laki-laki,L,Gen-Z → Formal,G→F,4,5,4,4,5,5,5,5,5,5,5,5,3,3,5,4,5,5,4,5,4,5,5,4,5,5,5,5,4,5,3,3,85.9375,89.0625,3.125
1f4a40fc-1691-4f35-a483-747efd907e8d,508,17,Perempuan,P,Formal → Gen-Z,F→G,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,51.5625,50.0,-1.5625
20235c86-de4c-4bcf-a185-edf00af9f960,263,17,Perempuan,P,Gen-Z → Formal,G→F,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,93.75,96.875,3.125
20ef3677-0acf-4b00-b9fa-e57535fb7307,529,17,Perempuan,P,Gen-Z → Formal,G→F,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,93.75,100.0,6.25
219dec00-9c71-442a-9d69-d092fa6f822c,486,17,Perempuan,P,Gen-Z → Formal,G→F,3,4,2,2,4,4,4,4,4,4,4,4,4,3,3,2,3,4,3,3,4,4,2,3,4,4,2,4,5,4,2,2,57.8125,60.9375,3.125
22f3b9d0-9da5-4e3e-83bc-09cd4e9fb3e7,423,18,Perempuan,P,Gen-Z → Formal,G→F,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,95.3125,100.0,4.6875
24010b42-ac20-4210-bf47-41d488bbf305,504,18,Perempuan,P,Formal → Gen-Z,F→G,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,64.0625,62.5,-1.5625
242e3998-ef17-460d-ad27-53abf28c8571,143,17,Perempuan,P,Gen-Z → Formal,G→F,4,5,2,4,4,5,4,4,5,5,4,5,5,5,4,4,5,5,4,4,5,5,5,5,5,4,5,5,5,5,1,1,79.6875,85.9375,6.25
2448b326-e4aa-4051-9e07-343baf45aeeb,107,17,Perempuan,P,Formal → Gen-Z,F→G,4,4,4,5,4,5,5,5,5,5,4,5,4,4,3,5,3,5,3,4,4,4,5,4,5,4,5,4,3,4,3,3,75.0,84.375,9.375
253af85c-9470-4638-a825-893a41426658,405,18,Perempuan,P,Formal → Gen-Z,F→G,3,3,2,2,3,1,1,1,2,1,2,2,2,3,1,1,3,2,1,1,1,1,3,2,2,1,1,1,4,4,3,3,28.125,20.3125,-7.8125
26699713-d111-43e6-a7fc-ff553410f6e6,151,18,Laki-laki,L,Formal → Gen-Z,F→G,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,50.0,50.0,0.0
27515832-0b48-4410-a2b9-eed8fbb07937,182,18,Perempuan,P,Gen-Z → Formal,G→F,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,96.875,100.0,3.125
27ed1d4c-5475-48ba-bc72-556ce79625b7,419,18,Perempuan,P,Formal → Gen-Z,F→G,4,4,3,4,4,4,4,4,5,4,4,4,4,4,3,3,4,3,3,3,4,3,4,3,3,3,3,3,4,4,2,4,65.625,64.0625,-1.5625
28b9afc0-0218-4a6b-8c0c-6b2c40322bea,44,18,Laki-laki,L,Formal → Gen-Z,F→G,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,50.0,50.0,0.0
29ac5e63-428a-46ad-9cb3-e7f5496d270e,178,17,Laki-laki,L,Formal → Gen-Z,F→G,4,4,2,3,4,4,5,5,5,5,5,4,4,5,5,4,4,4,5,4,5,5,5,4,1,4,5,4,5,5,4,4,81.25,81.25,0.0
29ea1a7d-3990-42a2-a029-82b58a391518,1,17,Perempuan,P,Formal → Gen-Z,F→G,5,5,4,4,5,5,4,4,5,5,1,1,5,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,5,5,1,1,78.125,78.125,0.0
2a74cb76-6c40-41fa-b04f-bebfa9fc083f,330,17,Laki-laki,L,Formal → Gen-Z,F→G,5,5,1,3,5,5,5,5,5,5,1,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,1,68.75,89.0625,20.3125
2ad9a6e7-099a-44d5-b145-f72f3ba82f63,381,17,Perempuan,P,Formal → Gen-Z,F→G,4,4,4,4,4,5,5,4,5,4,4,5,5,5,5,5,4,4,4,4,5,4,5,4,4,4,5,1,4,5,2,2,82.8125,75.0,-7.8125
2b6841e2-b2f0-4012-9704-d31abcdb03e9,374,17,Perempuan,P,Formal → Gen-Z,F→G,1,4,1,5,4,5,4,5,4,5,5,5,5,4,5,5,4,5,3,3,5,4,5,5,4,4,5,5,5,5,5,5,76.5625,90.625,14.0625
2b840b20-8af4-4aa1-94c4-2e29e59852c6,232,18,Perempuan,P,Gen-Z → Formal,G→F,5,4,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,4,5,5,5,5,5,2,1,89.0625,81.25,-7.8125
2baa7878-7fa6-4aec-a637-3c0a5373a698,233,17,Perempuan,P,Formal → Gen-Z,F→G,4,4,4,4,4,3,5,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,3,3,75.0,71.875,-3.125
2eadb361-c5dc-48e4-a128-2d5e2887d8fb,49,19,Perempuan,P,Formal → Gen-Z,F→G,4,5,5,3,2,4,5,5,5,5,2,5,4,3,5,5,4,4,3,3,5,5,5,5,3,3,3,3,5,5,2,2,71.875,76.5625,4.6875
2f67d66e-525f-4834-9be7-fe14c5851b90,81,18,Perempuan,P,Formal → Gen-Z,F→G,4,5,4,5,5,3,5,3,5,3,5,1,5,3,5,2,5,3,5,3,4,2,5,3,5,3,4,3,5,3,5,3,93.75,50.0,-43.75
2f6e0d24-baa8-4344-8943-ef9d99fb479e,421,18,Perempuan,P,Formal → Gen-Z,F→G,4,4,2,3,4,4,5,3,4,3,5,3,4,3,3,3,4,4,3,3,4,4,4,4,4,4,4,3,4,3,3,3,70.3125,59.375,-10.9375
3123b386-7628-4851-a4fa-a005803e3258,430,18,Laki-laki,L,Formal → Gen-Z,F→G,4,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,4,4,4,3,5,4,4,5,5,4,4,5,4,4,1,2,81.25,81.25,0.0
31540e31-cc90-4e2e-84b0-0f0f9a7b1f6b,111,18,Perempuan,P,Formal → Gen-Z,F→G,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100.0,100.0,0.0
341ec071-4755-4319-a8d2-8b1af30821f5,4,17,Perempuan,P,Formal → Gen-Z,F→G,3,3,3,4,4,4,4,4,4,3,3,4,3,3,5,4,2,4,4,4,4,3,4,4,3,3,3,4,4,4,2,3,60.9375,65.625,4.6875
345eb9c8-4f9d-47b7-8f12-04420b7b9bed,428,17,Perempuan,P,Gen-Z → Formal,G→F,4,5,4,5,5,4,5,5,5,4,5,5,4,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,5,4,3,3,90.625,89.0625,-1.5625
35b186ce-bdd2-4347-86c5-31eadacd41e7,173,18,Laki-laki,L,Gen-Z → Formal,G→F,3,3,3,3,4,4,4,3,3,3,3,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,53.125,50.0,-3.125
35bdf4d1-77b8-47e6-bdf8-7d89cdc9aa0e,57,17,Laki-laki,L,Gen-Z → Formal,G→F,5,4,4,4,5,4,4,4,5,4,4,1,2,5,4,4,5,5,4,4,4,3,4,4,4,5,4,1,4,5,4,1,78.125,65.625,-12.5
35ce588e-24bd-4cbe-a50c-ad77f77e5093,350,17,Perempuan,P,Formal → Gen-Z,F→G,4,5,2,1,4,5,2,1,4,5,2,1,4,5,2,1,4,5,2,1,4,5,2,1,4,5,2,1,4,5,2,1,50.0,50.0,0.0
379375a4-49fb-48e4-bf3c-9d3e5fcc04dc,289,17,Perempuan,P,Formal → Gen-Z,F→G,5,5,4,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,89.0625,93.75,4.6875
387aa40c-47cd-485f-916a-d6d3a5eaa420,97,17,Perempuan,P,Formal → Gen-Z,F→G,4,4,4,4,4,3,5,5,3,4,5,5,5,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,5,5,81.25,79.6875,-1.5625
38ced526-640a-4cbe-95dc-0371e471cb6b,439,18,Laki-laki,L,Gen-Z → Formal,G→F,4,4,3,3,5,5,4,3,4,4,4,4,3,3,3,3,3,4,4,3,3,3,4,3,3,4,3,3,4,5,3,3,64.0625,64.0625,0.0
3a7e6ceb-dba9-4e53-a45f-00db9ae2fac5,70,18,Perempuan,P,Formal → Gen-Z,F→G,5,3,2,2,4,3,4,1,5,3,1,1,5,2,2,4,5,4,3,2,4,5,4,4,4,4,4,4,4,4,2,2,65.625,50.0,-15.625
3bbded40-2901-4cf1-8805-74153539ad4c,417,17,Perempuan,P,Gen-Z → Formal,G→F,4,5,5,3,3,3,5,5,4,4,5,5,4,4,5,5,4,4,5,2,4,4,5,5,4,4,5,5,5,5,1,1,81.25,75.0,-6.25
3e12207c-dc1d-4339-b821-9a09acfb077b,140,17,Perempuan,P,Formal → Gen-Z,F→G,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,3,3,93.75,96.875,3.125
3e728dc2-1d76-49c4-a330-abccfd44b67a,301,18,Perempuan,P,Gen-Z → Formal,G→F,4,1,5,2,4,1,5,3,4,1,5,5,4,1,5,3,4,3,5,4,2,5,5,3,4,2,5,3,4,3,2,3,79.6875,42.1875,-37.5
3e9227d7-409f-40dd-b760-477026960106,234,17,Perempuan,P,Formal → Gen-Z,F→G,5,5,3,4,4,4,4,4,4,4,4,4,5,5,3,4,4,4,4,4,5,5,4,4,5,5,4,4,5,5,2,2,76.5625,79.6875,3.125
3e9c15c6-a35c-43a7-9eaa-5720a61720ff,157,17,Laki-laki,L,Formal → Gen-Z,F→G,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,93.75,93.75,0.0
3e9dace1-402a-48d7-b5a0-f2698aee9322,579,18,Perempuan,P,Formal → Gen-Z,F→G,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,98.4375,98.4375,0.0
3eb7e9db-6c2b-4342-809e-56d4dea2038b,285,17,Perempuan,P,Formal → Gen-Z,F→G,4,5,3,5,5,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,2,1,84.375,93.75,9.375
3eff5e4e-17c7-4d03-8be3-e0808b0f3c14,38,18,Perempuan,P,Gen-Z → Formal,G→F,4,4,5,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,5,5,87.5,87.5,0.0
3f920fa2-4071-477f-a175-8919bde32bcc,364,17,Laki-laki,L,Gen-Z → Formal,G→F,1,2,1,2,2,2,2,2,2,3,2,2,2,3,3,2,1,2,4,1,4,3,4,2,3,2,2,2,3,5,3,2,35.9375,32.8125,-3.125
40d00e2e-7be0-446e-93f9-72c4e1dd09d3,285,17,Perempuan,P,Formal → Gen-Z,F→G,3,5,3,5,4,4,4,5,2,4,3,2,2,5,4,4,4,5,3,2,4,5,4,5,5,5,5,5,5,5,1,1,62.5,79.6875,17.1875
41f9d17c-958f-468a-b312-cbb81ad5862e,125,17,Laki-laki,L,Formal → Gen-Z,F→G,3,3,4,3,5,3,4,3,4,3,4,3,5,3,4,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,67.1875,50.0,-17.1875
424f338b-7a18-4038-ba4f-501ba089e420,472,18,Laki-laki,L,Formal → Gen-Z,F→G,5,5,4,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,1,1,85.9375,93.75,7.8125
43dcaa5d-79c7-403e-a6db-07c7b6e56b50,440,17,Perempuan,P,Gen-Z → Formal,G→F,5,5,2,5,5,5,5,5,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,1,81.25,87.5,6.25
46242757-5f3e-4c5e-9e60-d29ff448b2a6,329,17,Perempuan,P,Gen-Z → Formal,G→F,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,90.625,90.625,0.0
4786b2ff-c9ee-4963-8a91-a699cd4670bb,290,17,Perempuan,P,Formal → Gen-Z,F→G,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,96.875,100.0,3.125
4805ba06-fbd4-487d-a63c-86452b080ca5,264,19,Laki-laki,L,Formal → Gen-Z,F→G,5,5,2,3,4,3,5,5,5,5,5,5,5,4,3,3,5,5,5,1,5,5,5,5,4,5,5,5,5,5,1,1,82.8125,76.5625,-6.25
480679fe-eeff-4931-849a-3250ffff5cbe,7,18,Perempuan,P,Formal → Gen-Z,F→G,3,3,3,3,3,4,5,4,5,5,2,4,3,2,5,4,5,4,5,4,5,3,5,3,4,1,5,1,5,2,4,4,79.6875,54.6875,-25.0
49c465d9-00e8-469b-a4ed-f76ad2463c64,582,18,Laki-laki,L,Formal → Gen-Z,F→G,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,50.0,50.0,0.0
4b0e4dd1-d0fa-4206-8ce7-b121055e7d74,267,18,Laki-laki,L,Formal → Gen-Z,F→G,3,4,2,2,5,3,4,1,3,4,3,1,2,3,4,1,4,5,2,4,3,4,3,3,5,2,1,4,3,5,3,3,53.125,51.5625,-1.5625
4c4fdaef-cd90-4132-b533-9e41c636858e,263,17,Perempuan,P,Gen-Z → Formal,G→F,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100.0,100.0,0.0
4de9a253-babc-4fcd-b0f5-915f3dca7431,201,18,Perempuan,P,Formal → Gen-Z,F→G,5,5,4,5,3,4,5,5,5,4,4,5,4,5,4,5,5,5,3,3,5,5,2,5,5,4,5,5,4,5,3,4,78.125,90.625,12.5
4e225b02-4ff2-4c7b-9bab-9adbed380ef4,209,17,Perempuan,P,Formal → Gen-Z,F→G,4,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,5,5,5,5,5,5,4,5,5,5,3,5,3,3,89.0625,92.1875,3.125
4e4e6d5f-389a-4dcb-b6fe-330095a36a5d,335,18,Perempuan,P,Formal → Gen-Z,F→G,3,3,3,3,3,3,4,3,3,3,4,3,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,53.125,50.0,-3.125
4ea6a3ae-812d-4b4f-86a4-59e4f02c0ebe,250,17,Perempuan,P,Formal → Gen-Z,F→G,4,5,5,3,3,4,5,4,5,5,5,3,4,3,5,3,3,4,4,5,5,5,5,5,4,3,4,3,4,4,3,3,81.25,71.875,-9.375
4f00dff6-8688-4173-9a6e-91e4d1b5b58d,199,17,Perempuan,P,Gen-Z → Formal,G→F,4,4,2,3,4,3,5,5,4,4,5,5,3,3,4,4,3,3,3,3,4,4,3,3,3,2,4,2,4,4,3,3,65.625,60.9375,-4.6875
4f2c987a-989d-4de9-9f1f-aacc117fd600,108,17,Perempuan,P,Formal → Gen-Z,F→G,4,4,3,2,4,4,2,2,4,4,2,2,4,4,2,2,4,4,2,2,4,4,2,2,4,4,2,2,4,4,2,2,51.5625,50.0,-1.5625
50c5efda-db83-4755-851c-0156532a530c,541,17,Laki-laki,L,Formal → Gen-Z,F→G,4,4,4,4,4,4,4,4,5,5,4,4,4,4,5,5,4,4,4,5,5,5,4,4,4,4,5,4,4,5,1,1,76.5625,78.125,1.5625
50eac256-66f8-4ad3-a223-b723f527d723,85,17,Perempuan,P,Formal → Gen-Z,F→G,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,5,2,2,92.1875,92.1875,0.0
51207ad9-10ff-4ab1-9ee5-c620194aeb31,30,18,Perempuan,P,Formal → Gen-Z,F→G,4,5,4,4,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,93.75,95.3125,1.5625
51ac3080-2858-4702-94fe-a0d2bd011289,342,17,Laki-laki,L,Formal → Gen-Z,F→G,4,4,3,5,4,3,5,5,4,3,3,3,3,4,5,5,3,3,3,4,3,4,4,5,3,4,4,5,4,4,3,2,65.625,73.4375,7.8125
51f8b4bd-d76c-40f9-af94-25c6f9b3e157,208,18,Perempuan,P,Formal → Gen-Z,F→G,5,5,4,5,5,5,1,1,5,5,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,84.375,87.5,3.125
52300fd1-0014-4ff6-a0e7-e4e624361c60,363,16,Laki-laki,L,Formal → Gen-Z,F→G,4,4,3,3,5,5,5,5,4,4,5,5,4,4,4,4,5,5,3,3,4,4,5,5,5,5,5,5,5,5,5,5,85.9375,85.9375,0.0
5241f5e4-c73d-4033-8847-f0580e8bc3e7,174,17,Laki-laki,L,Formal → Gen-Z,F→G,4,4,3,5,4,5,5,5,3,4,4,2,4,5,5,5,4,5,5,5,4,5,5,4,4,4,4,4,5,5,5,4,81.25,85.9375,4.6875
5261c8d1-a7fc-4cda-b668-758005f755e8,153,18,Perempuan,P,Formal → Gen-Z,F→G,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,50.0,50.0,0.0
529d6d65-d100-425c-9f77-cdc4d7f6b328,302,17,Laki-laki,L,Formal → Gen-Z,F→G,4,3,3,2,4,3,3,2,4,4,2,2,4,4,3,3,3,3,4,2,4,3,3,2,3,3,2,2,4,4,3,3,57.8125,45.3125,-12.5
52bd32bd-ba64-4c46-8020-848fcb3751ad,579,18,Perempuan,P,Formal → Gen-Z,F→G,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,95.3125,98.4375,3.125
52d81ced-637c-4ba4-9a5e-c78255d7eafb,43,17,Laki-laki,L,Formal → Gen-Z,F→G,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,50.0,50.0,0.0
53070b25-9d55-4f03-be46-709ec2188ce4,398,17,Perempuan,P,Gen-Z → Formal,G→F,4,5,3,4,4,3,4,5,3,3,5,1,3,4,4,3,4,4,3,2,3,5,4,5,3,3,4,3,5,4,3,3,67.1875,64.0625,-3.125
53e15dba-7530-48f5-9ab0-84dc7d2bf0e9,360,17,Perempuan,P,Gen-Z → Formal,G→F,4,4,4,4,5,5,5,4,5,4,4,4,5,5,5,5,5,5,4,4,4,3,4,5,3,5,4,5,4,5,2,2,79.6875,82.8125,3.125
547df7b8-31d1-4d94-adb4-384975e2c229,212,17,Perempuan,P,Formal → Gen-Z,F→G,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100.0,100.0,0.0
54846310-2187-4942-b3e0-d1c631cf9228,561,17,Laki-laki,L,Formal → Gen-Z,F→G,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100.0,100.0,0.0
559c5d5f-d410-4dd8-81ff-071aea6c50d6,341,18,Laki-laki,L,Gen-Z → Formal,G→F,4,4,3,3,5,4,4,3,4,4,3,3,4,4,4,2,4,3,3,2,4,4,3,3,3,4,2,3,4,4,2,3,62.5,57.8125,-4.6875
56ab70c9-36d4-4270-a6d1-33ab173b3fbe,28,17,Laki-laki,L,Formal → Gen-Z,F→G,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,2,2,68.75,68.75,0.0
576ff104-6bf4-4a11-908f-38b36a6fa6f8,42,17,Perempuan,P,Formal → Gen-Z,F→G,3,4,4,4,4,4,5,4,5,4,4,4,3,4,5,5,3,3,5,4,4,4,5,5,4,3,5,5,4,3,4,4,79.6875,75.0,-4.6875
57f66e18-243e-4bd7-8da8-1627ff20e81b,189,17,Perempuan,P,Formal → Gen-Z,F→G,4,4,2,2,4,4,4,4,4,4,3,2,3,4,4,3,4,3,3,3,4,4,3,3,4,4,2,2,4,4,2,2,59.375,56.25,-3.125
580e20ea-974e-4ff6-8c4b-c06cf924452e,227,17,Perempuan,P,Formal → Gen-Z,F→G,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,96.875,100.0,3.125
